sampling_rate,midi_note_val,root_note_name,midi_category,path,register,root_note_pitch_class,octave,root_note_is_accidental,midi_program_name,midi_program_num,name,fold,set_type
44100,0,C,Organ Timbres,0_0_C_18_Rock_Organ.wav,0,0,0,false,Rock Organ,18,0_0_C_18_Rock_Organ,11,train
44100,0,C,Organ Timbres,0_0_C_19_Church_Organ.wav,0,0,0,false,Church Organ,19,0_0_C_19_Church_Organ,8,train
44100,0,C,Organ Timbres,0_0_C_20_Reed_Organ.wav,0,0,0,false,Reed Organ,20,0_0_C_20_Reed_Organ,1,train
44100,0,C,Guitar Timbres,0_0_C_24_Acoustic_Nylon_Guitar.wav,0,0,0,false,Acoustic Nylon Guitar,24,0_0_C_24_Acoustic_Nylon_Guitar,13,train
44100,0,C,Guitar Timbres,0_0_C_25_Acoustic_Steel_Guitar.wav,0,0,0,false,Acoustic Steel Guitar,25,0_0_C_25_Acoustic_Steel_Guitar,4,train
44100,0,C,Guitar Timbres,0_0_C_26_Electric_Jazz_Guitar.wav,0,0,0,false,Electric Jazz Guitar,26,0_0_C_26_Electric_Jazz_Guitar,7,train
44100,0,C,Guitar Timbres,0_0_C_27_Electric_Clean_Guitar.wav,0,0,0,false,Electric Clean Guitar,27,0_0_C_27_Electric_Clean_Guitar,11,train
44100,0,C,Guitar Timbres,0_0_C_28_Electric_Muted_Guitar.wav,0,0,0,false,Electric Muted Guitar,28,0_0_C_28_Electric_Muted_Guitar,19,test
44100,0,C,Guitar Timbres,0_0_C_29_Overdriven_Guitar.wav,0,0,0,false,Overdriven Guitar,29,0_0_C_29_Overdriven_Guitar,17,valid
44100,0,C,Guitar Timbres,0_0_C_30_Distortion_Guitar.wav,0,0,0,false,Distortion Guitar,30,0_0_C_30_Distortion_Guitar,18,test
44100,0,C,Bass Timbres,0_0_C_32_Acoustic_Bass.wav,0,0,0,false,Acoustic Bass,32,0_0_C_32_Acoustic_Bass,4,train
44100,0,C,Bass Timbres,0_0_C_33_Fingered_Electric_Bass.wav,0,0,0,false,Fingered Electric Bass,33,0_0_C_33_Fingered_Electric_Bass,11,train
44100,0,C,Bass Timbres,0_0_C_34_Plucked_Electric_Bass.wav,0,0,0,false,Plucked Electric Bass,34,0_0_C_34_Plucked_Electric_Bass,10,train
44100,0,C,Bass Timbres,0_0_C_35_Fretless_Bass.wav,0,0,0,false,Fretless Bass,35,0_0_C_35_Fretless_Bass,19,test
44100,0,C,Bass Timbres,0_0_C_36_Slap_Bass_1.wav,0,0,0,false,Slap Bass 1,36,0_0_C_36_Slap_Bass_1,11,train
44100,0,C,Bass Timbres,0_0_C_37_Slap_Bass_2.wav,0,0,0,false,Slap Bass 2,37,0_0_C_37_Slap_Bass_2,8,train
44100,0,C,Bass Timbres,0_0_C_38_Synth_Bass_1.wav,0,0,0,false,Synth Bass 1,38,0_0_C_38_Synth_Bass_1,3,train
44100,0,C,Bass Timbres,0_0_C_39_Synth_Bass_2.wav,0,0,0,false,Synth Bass 2,39,0_0_C_39_Synth_Bass_2,16,valid
44100,0,C,String Timbres,0_0_C_40_Violin.wav,0,0,0,false,Violin,40,0_0_C_40_Violin,8,train
44100,0,C,String Timbres,0_0_C_41_Viola.wav,0,0,0,false,Viola,41,0_0_C_41_Viola,14,train
44100,0,C,String Timbres,0_0_C_42_Cello.wav,0,0,0,false,Cello,42,0_0_C_42_Cello,2,train
44100,0,C,String Timbres,0_0_C_43_Contrabass.wav,0,0,0,false,Contrabass,43,0_0_C_43_Contrabass,15,valid
44100,0,C,String Timbres,0_0_C_44_Tremolo_Strings.wav,0,0,0,false,Tremolo Strings,44,0_0_C_44_Tremolo_Strings,19,test
44100,0,C,String Timbres,0_0_C_45_Pizzicato_Strings.wav,0,0,0,false,Pizzicato Strings,45,0_0_C_45_Pizzicato_Strings,18,test
44100,0,C,String Timbres,0_0_C_46_Orchestral_Harp.wav,0,0,0,false,Orchestral Harp,46,0_0_C_46_Orchestral_Harp,10,train
44100,0,C,Ensemble Timbres,0_0_C_48_String_Ensemble_1.wav,0,0,0,false,String Ensemble 1,48,0_0_C_48_String_Ensemble_1,19,test
44100,0,C,Ensemble Timbres,0_0_C_49_String_Ensemble_2.wav,0,0,0,false,String Ensemble 2,49,0_0_C_49_String_Ensemble_2,10,train
44100,0,C,Ensemble Timbres,0_0_C_50_Synth_Strings_1.wav,0,0,0,false,Synth Strings 1,50,0_0_C_50_Synth_Strings_1,10,train
44100,0,C,Ensemble Timbres,0_0_C_51_Synth_Strings_2.wav,0,0,0,false,Synth Strings 2,51,0_0_C_51_Synth_Strings_2,10,train
44100,0,C,Ensemble Timbres,"0_0_C_52_Choir_""Aah"".wav",0,0,0,false,"Choir ""Aah""",52,"0_0_C_52_Choir_""Aah""",12,train
44100,0,C,Ensemble Timbres,"0_0_C_53_Choir_""Ooh"".wav",0,0,0,false,"Choir ""Ooh""",53,"0_0_C_53_Choir_""Ooh""",1,train
44100,0,C,Ensemble Timbres,0_0_C_54_Synth_Voice.wav,0,0,0,false,Synth Voice,54,0_0_C_54_Synth_Voice,19,test
44100,0,C,Brass Timbres,0_0_C_56_Trumpet.wav,0,0,0,false,Trumpet,56,0_0_C_56_Trumpet,11,train
44100,0,C,Brass Timbres,0_0_C_57_Trombone.wav,0,0,0,false,Trombone,57,0_0_C_57_Trombone,9,train
44100,0,C,Brass Timbres,0_0_C_58_Tuba.wav,0,0,0,false,Tuba,58,0_0_C_58_Tuba,5,train
44100,0,C,Brass Timbres,0_0_C_59_Muted_Trumpet.wav,0,0,0,false,Muted Trumpet,59,0_0_C_59_Muted_Trumpet,9,train
44100,0,C,Brass Timbres,0_0_C_60_French_Horn.wav,0,0,0,false,French Horn,60,0_0_C_60_French_Horn,9,train
44100,0,C,Brass Timbres,0_0_C_61_Brass_Section.wav,0,0,0,false,Brass Section,61,0_0_C_61_Brass_Section,19,test
44100,0,C,Brass Timbres,0_0_C_62_Synth_Brass_1.wav,0,0,0,false,Synth Brass 1,62,0_0_C_62_Synth_Brass_1,7,train
44100,0,C,Brass Timbres,0_0_C_63_Synth_Brass_2.wav,0,0,0,false,Synth Brass 2,63,0_0_C_63_Synth_Brass_2,11,train
44100,0,C,Reed Timbres,0_0_C_64_Soprano_Sax.wav,0,0,0,false,Soprano Sax,64,0_0_C_64_Soprano_Sax,6,train
44100,0,C,Reed Timbres,0_0_C_65_Alto_Sax.wav,0,0,0,false,Alto Sax,65,0_0_C_65_Alto_Sax,15,valid
44100,0,C,Reed Timbres,0_0_C_66_Tenor_Sax.wav,0,0,0,false,Tenor Sax,66,0_0_C_66_Tenor_Sax,4,train
44100,0,C,Reed Timbres,0_0_C_67_Baritone_Sax.wav,0,0,0,false,Baritone Sax,67,0_0_C_67_Baritone_Sax,19,test
44100,0,C,Reed Timbres,0_0_C_68_Oboe.wav,0,0,0,false,Oboe,68,0_0_C_68_Oboe,12,train
44100,0,C,Reed Timbres,0_0_C_69_English_Horn.wav,0,0,0,false,English Horn,69,0_0_C_69_English_Horn,17,valid
44100,0,C,Reed Timbres,0_0_C_70_Bassoon.wav,0,0,0,false,Bassoon,70,0_0_C_70_Bassoon,4,train
44100,0,C,Reed Timbres,0_0_C_71_Clarinet.wav,0,0,0,false,Clarinet,71,0_0_C_71_Clarinet,8,train
44100,0,C,Pipe Timbres,0_0_C_72_Piccolo.wav,0,0,0,false,Piccolo,72,0_0_C_72_Piccolo,7,train
44100,0,C,Pipe Timbres,0_0_C_73_Flute.wav,0,0,0,false,Flute,73,0_0_C_73_Flute,15,valid
44100,0,C,Pipe Timbres,0_0_C_74_Recorder.wav,0,0,0,false,Recorder,74,0_0_C_74_Recorder,8,train
44100,0,C,Pipe Timbres,0_0_C_75_Pan_Flute.wav,0,0,0,false,Pan Flute,75,0_0_C_75_Pan_Flute,15,valid
44100,0,C,Pipe Timbres,0_0_C_76_Bottle_Blow.wav,0,0,0,false,Bottle Blow,76,0_0_C_76_Bottle_Blow,19,test
44100,0,C,Pipe Timbres,0_0_C_79_Ocarina.wav,0,0,0,false,Ocarina,79,0_0_C_79_Ocarina,12,train
44100,0,C,Synth Lead,0_0_C_80_Square_Wave_Lead.wav,0,0,0,false,Square Wave Lead,80,0_0_C_80_Square_Wave_Lead,6,train
44100,0,C,Synth Lead,0_0_C_81_Sawtooth_Wave_Lead.wav,0,0,0,false,Sawtooth Wave Lead,81,0_0_C_81_Sawtooth_Wave_Lead,17,valid
44100,0,C,Synth Lead,0_0_C_82_Calliope_Lead.wav,0,0,0,false,Calliope Lead,82,0_0_C_82_Calliope_Lead,2,train
44100,0,C,Synth Lead,0_0_C_83_Chiff_Lead.wav,0,0,0,false,Chiff Lead,83,0_0_C_83_Chiff_Lead,8,train
44100,0,C,Synth Lead,0_0_C_84_Charang_Lead.wav,0,0,0,false,Charang Lead,84,0_0_C_84_Charang_Lead,17,valid
44100,0,C,Synth Lead,0_0_C_85_Voice_Lead.wav,0,0,0,false,Voice Lead,85,0_0_C_85_Voice_Lead,9,train
44100,0,C,Synth Lead,0_0_C_87_Bass_Lead.wav,0,0,0,false,Bass Lead,87,0_0_C_87_Bass_Lead,11,train
44100,0,C,Synth Pad,0_0_C_88_New_Age_Pad.wav,0,0,0,false,New Age Pad,88,0_0_C_88_New_Age_Pad,13,train
44100,0,C,Synth Pad,0_0_C_89_Warm_Pad.wav,0,0,0,false,Warm Pad,89,0_0_C_89_Warm_Pad,9,train
44100,0,C,Synth Pad,0_0_C_90_Polysynth_Pad.wav,0,0,0,false,Polysynth Pad,90,0_0_C_90_Polysynth_Pad,15,valid
44100,0,C,Synth Pad,0_0_C_91_Choir_Pad.wav,0,0,0,false,Choir Pad,91,0_0_C_91_Choir_Pad,19,test
44100,0,C,Synth Pad,0_0_C_92_Bowed_Pad.wav,0,0,0,false,Bowed Pad,92,0_0_C_92_Bowed_Pad,1,train
44100,0,C,Synth Pad,0_0_C_93_Metallic_Pad.wav,0,0,0,false,Metallic Pad,93,0_0_C_93_Metallic_Pad,17,valid
44100,0,C,Synth Pad,0_0_C_94_Halo_Pad.wav,0,0,0,false,Halo Pad,94,0_0_C_94_Halo_Pad,1,train
44100,0,C,Synth Pad,0_0_C_95_Sweep_Pad.wav,0,0,0,false,Sweep Pad,95,0_0_C_95_Sweep_Pad,17,valid
44100,0,C,Ethnic Timbres,0_0_C_104_Sitar.wav,0,0,0,false,Sitar,104,0_0_C_104_Sitar,3,train
44100,0,C,Ethnic Timbres,0_0_C_105_Banjo.wav,0,0,0,false,Banjo,105,0_0_C_105_Banjo,7,train
44100,0,C,Ethnic Timbres,0_0_C_106_Shamisen.wav,0,0,0,false,Shamisen,106,0_0_C_106_Shamisen,13,train
44100,0,C,Ethnic Timbres,0_0_C_107_Koto.wav,0,0,0,false,Koto,107,0_0_C_107_Koto,5,train
44100,0,C,Ethnic Timbres,0_0_C_108_Kalimba.wav,0,0,0,false,Kalimba,108,0_0_C_108_Kalimba,4,train
44100,0,C,Ethnic Timbres,0_0_C_109_Bagpipe.wav,0,0,0,false,Bagpipe,109,0_0_C_109_Bagpipe,6,train
44100,0,C,Ethnic Timbres,0_0_C_110_Fiddle.wav,0,0,0,false,Fiddle,110,0_0_C_110_Fiddle,20,test
44100,0,C,Ethnic Timbres,0_0_C_111_Shanai.wav,0,0,0,false,Shanai,111,0_0_C_111_Shanai,20,test
44100,1,C#,Piano Timbres,1_0_C#_0_Acoustic_Grand_Piano.wav,0,1,0,true,Acoustic Grand Piano,0,1_0_C#_0_Acoustic_Grand_Piano,7,train
44100,1,C#,Piano Timbres,1_0_C#_1_Bright_Acoustic_Piano.wav,0,1,0,true,Bright Acoustic Piano,1,1_0_C#_1_Bright_Acoustic_Piano,5,train
44100,1,C#,Piano Timbres,1_0_C#_2_Electric_Grand_Piano.wav,0,1,0,true,Electric Grand Piano,2,1_0_C#_2_Electric_Grand_Piano,10,train
44100,1,C#,Piano Timbres,1_0_C#_3_Honky-tonk_Piano.wav,0,1,0,true,Honky-tonk Piano,3,1_0_C#_3_Honky-tonk_Piano,17,valid
44100,1,C#,Piano Timbres,1_0_C#_4_Rhodes_Piano.wav,0,1,0,true,Rhodes Piano,4,1_0_C#_4_Rhodes_Piano,20,test
44100,1,C#,Piano Timbres,1_0_C#_5_Chorused_Piano.wav,0,1,0,true,Chorused Piano,5,1_0_C#_5_Chorused_Piano,13,train
44100,1,C#,Piano Timbres,1_0_C#_6_Harpsichord.wav,0,1,0,true,Harpsichord,6,1_0_C#_6_Harpsichord,15,valid
44100,1,C#,Piano Timbres,1_0_C#_7_Clavinet.wav,0,1,0,true,Clavinet,7,1_0_C#_7_Clavinet,8,train
44100,1,C#,Chromatic Percussion,1_0_C#_10_Music_Box.wav,0,1,0,true,Music Box,10,1_0_C#_10_Music_Box,15,valid
44100,1,C#,Chromatic Percussion,1_0_C#_11_Vibraphone.wav,0,1,0,true,Vibraphone,11,1_0_C#_11_Vibraphone,8,train
44100,1,C#,Chromatic Percussion,1_0_C#_12_Marimba.wav,0,1,0,true,Marimba,12,1_0_C#_12_Marimba,10,train
44100,1,C#,Chromatic Percussion,1_0_C#_13_Xylophone.wav,0,1,0,true,Xylophone,13,1_0_C#_13_Xylophone,10,train
44100,1,C#,Chromatic Percussion,1_0_C#_15_Dulcimer.wav,0,1,0,true,Dulcimer,15,1_0_C#_15_Dulcimer,3,train
44100,1,C#,Organ Timbres,1_0_C#_16_Hammond_Organ.wav,0,1,0,true,Hammond Organ,16,1_0_C#_16_Hammond_Organ,13,train
44100,1,C#,Organ Timbres,1_0_C#_17_Percussive_Organ.wav,0,1,0,true,Percussive Organ,17,1_0_C#_17_Percussive_Organ,8,train
44100,1,C#,Organ Timbres,1_0_C#_18_Rock_Organ.wav,0,1,0,true,Rock Organ,18,1_0_C#_18_Rock_Organ,18,test
44100,1,C#,Organ Timbres,1_0_C#_19_Church_Organ.wav,0,1,0,true,Church Organ,19,1_0_C#_19_Church_Organ,13,train
44100,1,C#,Organ Timbres,1_0_C#_20_Reed_Organ.wav,0,1,0,true,Reed Organ,20,1_0_C#_20_Reed_Organ,5,train
44100,1,C#,Guitar Timbres,1_0_C#_24_Acoustic_Nylon_Guitar.wav,0,1,0,true,Acoustic Nylon Guitar,24,1_0_C#_24_Acoustic_Nylon_Guitar,15,valid
44100,1,C#,Guitar Timbres,1_0_C#_25_Acoustic_Steel_Guitar.wav,0,1,0,true,Acoustic Steel Guitar,25,1_0_C#_25_Acoustic_Steel_Guitar,6,train
44100,1,C#,Guitar Timbres,1_0_C#_26_Electric_Jazz_Guitar.wav,0,1,0,true,Electric Jazz Guitar,26,1_0_C#_26_Electric_Jazz_Guitar,5,train
44100,1,C#,Guitar Timbres,1_0_C#_27_Electric_Clean_Guitar.wav,0,1,0,true,Electric Clean Guitar,27,1_0_C#_27_Electric_Clean_Guitar,20,test
44100,1,C#,Guitar Timbres,1_0_C#_28_Electric_Muted_Guitar.wav,0,1,0,true,Electric Muted Guitar,28,1_0_C#_28_Electric_Muted_Guitar,9,train
44100,1,C#,Guitar Timbres,1_0_C#_29_Overdriven_Guitar.wav,0,1,0,true,Overdriven Guitar,29,1_0_C#_29_Overdriven_Guitar,8,train
44100,1,C#,Guitar Timbres,1_0_C#_30_Distortion_Guitar.wav,0,1,0,true,Distortion Guitar,30,1_0_C#_30_Distortion_Guitar,15,valid
44100,1,C#,Bass Timbres,1_0_C#_32_Acoustic_Bass.wav,0,1,0,true,Acoustic Bass,32,1_0_C#_32_Acoustic_Bass,14,train
44100,1,C#,Bass Timbres,1_0_C#_33_Fingered_Electric_Bass.wav,0,1,0,true,Fingered Electric Bass,33,1_0_C#_33_Fingered_Electric_Bass,3,train
44100,1,C#,Bass Timbres,1_0_C#_34_Plucked_Electric_Bass.wav,0,1,0,true,Plucked Electric Bass,34,1_0_C#_34_Plucked_Electric_Bass,10,train
44100,1,C#,Bass Timbres,1_0_C#_35_Fretless_Bass.wav,0,1,0,true,Fretless Bass,35,1_0_C#_35_Fretless_Bass,18,test
44100,1,C#,Bass Timbres,1_0_C#_36_Slap_Bass_1.wav,0,1,0,true,Slap Bass 1,36,1_0_C#_36_Slap_Bass_1,7,train
44100,1,C#,Bass Timbres,1_0_C#_37_Slap_Bass_2.wav,0,1,0,true,Slap Bass 2,37,1_0_C#_37_Slap_Bass_2,18,test
44100,1,C#,Bass Timbres,1_0_C#_38_Synth_Bass_1.wav,0,1,0,true,Synth Bass 1,38,1_0_C#_38_Synth_Bass_1,13,train
44100,1,C#,Bass Timbres,1_0_C#_39_Synth_Bass_2.wav,0,1,0,true,Synth Bass 2,39,1_0_C#_39_Synth_Bass_2,10,train
44100,1,C#,String Timbres,1_0_C#_40_Violin.wav,0,1,0,true,Violin,40,1_0_C#_40_Violin,3,train
44100,1,C#,String Timbres,1_0_C#_41_Viola.wav,0,1,0,true,Viola,41,1_0_C#_41_Viola,18,test
44100,1,C#,String Timbres,1_0_C#_42_Cello.wav,0,1,0,true,Cello,42,1_0_C#_42_Cello,19,test
44100,1,C#,String Timbres,1_0_C#_43_Contrabass.wav,0,1,0,true,Contrabass,43,1_0_C#_43_Contrabass,11,train
44100,1,C#,String Timbres,1_0_C#_44_Tremolo_Strings.wav,0,1,0,true,Tremolo Strings,44,1_0_C#_44_Tremolo_Strings,20,test
44100,1,C#,String Timbres,1_0_C#_45_Pizzicato_Strings.wav,0,1,0,true,Pizzicato Strings,45,1_0_C#_45_Pizzicato_Strings,3,train
44100,1,C#,String Timbres,1_0_C#_46_Orchestral_Harp.wav,0,1,0,true,Orchestral Harp,46,1_0_C#_46_Orchestral_Harp,6,train
44100,1,C#,Ensemble Timbres,1_0_C#_48_String_Ensemble_1.wav,0,1,0,true,String Ensemble 1,48,1_0_C#_48_String_Ensemble_1,20,test
44100,1,C#,Ensemble Timbres,1_0_C#_49_String_Ensemble_2.wav,0,1,0,true,String Ensemble 2,49,1_0_C#_49_String_Ensemble_2,3,train
44100,1,C#,Ensemble Timbres,1_0_C#_50_Synth_Strings_1.wav,0,1,0,true,Synth Strings 1,50,1_0_C#_50_Synth_Strings_1,6,train
44100,1,C#,Ensemble Timbres,1_0_C#_51_Synth_Strings_2.wav,0,1,0,true,Synth Strings 2,51,1_0_C#_51_Synth_Strings_2,5,train
44100,1,C#,Ensemble Timbres,"1_0_C#_52_Choir_""Aah"".wav",0,1,0,true,"Choir ""Aah""",52,"1_0_C#_52_Choir_""Aah""",16,valid
44100,1,C#,Ensemble Timbres,"1_0_C#_53_Choir_""Ooh"".wav",0,1,0,true,"Choir ""Ooh""",53,"1_0_C#_53_Choir_""Ooh""",5,train
44100,1,C#,Ensemble Timbres,1_0_C#_54_Synth_Voice.wav,0,1,0,true,Synth Voice,54,1_0_C#_54_Synth_Voice,5,train
44100,1,C#,Brass Timbres,1_0_C#_56_Trumpet.wav,0,1,0,true,Trumpet,56,1_0_C#_56_Trumpet,14,train
44100,1,C#,Brass Timbres,1_0_C#_57_Trombone.wav,0,1,0,true,Trombone,57,1_0_C#_57_Trombone,10,train
44100,1,C#,Brass Timbres,1_0_C#_58_Tuba.wav,0,1,0,true,Tuba,58,1_0_C#_58_Tuba,6,train
44100,1,C#,Brass Timbres,1_0_C#_59_Muted_Trumpet.wav,0,1,0,true,Muted Trumpet,59,1_0_C#_59_Muted_Trumpet,3,train
44100,1,C#,Brass Timbres,1_0_C#_60_French_Horn.wav,0,1,0,true,French Horn,60,1_0_C#_60_French_Horn,11,train
44100,1,C#,Brass Timbres,1_0_C#_61_Brass_Section.wav,0,1,0,true,Brass Section,61,1_0_C#_61_Brass_Section,17,valid
44100,1,C#,Brass Timbres,1_0_C#_62_Synth_Brass_1.wav,0,1,0,true,Synth Brass 1,62,1_0_C#_62_Synth_Brass_1,15,valid
44100,1,C#,Brass Timbres,1_0_C#_63_Synth_Brass_2.wav,0,1,0,true,Synth Brass 2,63,1_0_C#_63_Synth_Brass_2,3,train
44100,1,C#,Reed Timbres,1_0_C#_64_Soprano_Sax.wav,0,1,0,true,Soprano Sax,64,1_0_C#_64_Soprano_Sax,14,train
44100,1,C#,Reed Timbres,1_0_C#_65_Alto_Sax.wav,0,1,0,true,Alto Sax,65,1_0_C#_65_Alto_Sax,20,test
44100,1,C#,Reed Timbres,1_0_C#_66_Tenor_Sax.wav,0,1,0,true,Tenor Sax,66,1_0_C#_66_Tenor_Sax,7,train
44100,1,C#,Reed Timbres,1_0_C#_67_Baritone_Sax.wav,0,1,0,true,Baritone Sax,67,1_0_C#_67_Baritone_Sax,11,train
44100,1,C#,Reed Timbres,1_0_C#_68_Oboe.wav,0,1,0,true,Oboe,68,1_0_C#_68_Oboe,4,train
44100,1,C#,Reed Timbres,1_0_C#_69_English_Horn.wav,0,1,0,true,English Horn,69,1_0_C#_69_English_Horn,12,train
44100,1,C#,Reed Timbres,1_0_C#_70_Bassoon.wav,0,1,0,true,Bassoon,70,1_0_C#_70_Bassoon,13,train
44100,1,C#,Reed Timbres,1_0_C#_71_Clarinet.wav,0,1,0,true,Clarinet,71,1_0_C#_71_Clarinet,6,train
44100,1,C#,Pipe Timbres,1_0_C#_72_Piccolo.wav,0,1,0,true,Piccolo,72,1_0_C#_72_Piccolo,6,train
44100,1,C#,Pipe Timbres,1_0_C#_73_Flute.wav,0,1,0,true,Flute,73,1_0_C#_73_Flute,12,train
44100,1,C#,Pipe Timbres,1_0_C#_74_Recorder.wav,0,1,0,true,Recorder,74,1_0_C#_74_Recorder,19,test
44100,1,C#,Pipe Timbres,1_0_C#_75_Pan_Flute.wav,0,1,0,true,Pan Flute,75,1_0_C#_75_Pan_Flute,5,train
44100,1,C#,Pipe Timbres,1_0_C#_76_Bottle_Blow.wav,0,1,0,true,Bottle Blow,76,1_0_C#_76_Bottle_Blow,18,test
44100,1,C#,Pipe Timbres,1_0_C#_79_Ocarina.wav,0,1,0,true,Ocarina,79,1_0_C#_79_Ocarina,10,train
44100,1,C#,Synth Lead,1_0_C#_80_Square_Wave_Lead.wav,0,1,0,true,Square Wave Lead,80,1_0_C#_80_Square_Wave_Lead,4,train
44100,1,C#,Synth Lead,1_0_C#_81_Sawtooth_Wave_Lead.wav,0,1,0,true,Sawtooth Wave Lead,81,1_0_C#_81_Sawtooth_Wave_Lead,9,train
44100,1,C#,Synth Lead,1_0_C#_82_Calliope_Lead.wav,0,1,0,true,Calliope Lead,82,1_0_C#_82_Calliope_Lead,19,test
44100,1,C#,Synth Lead,1_0_C#_83_Chiff_Lead.wav,0,1,0,true,Chiff Lead,83,1_0_C#_83_Chiff_Lead,17,valid
44100,1,C#,Synth Lead,1_0_C#_84_Charang_Lead.wav,0,1,0,true,Charang Lead,84,1_0_C#_84_Charang_Lead,1,train
44100,1,C#,Synth Lead,1_0_C#_85_Voice_Lead.wav,0,1,0,true,Voice Lead,85,1_0_C#_85_Voice_Lead,5,train
44100,1,C#,Synth Lead,1_0_C#_87_Bass_Lead.wav,0,1,0,true,Bass Lead,87,1_0_C#_87_Bass_Lead,13,train
44100,1,C#,Synth Pad,1_0_C#_88_New_Age_Pad.wav,0,1,0,true,New Age Pad,88,1_0_C#_88_New_Age_Pad,2,train
44100,1,C#,Synth Pad,1_0_C#_89_Warm_Pad.wav,0,1,0,true,Warm Pad,89,1_0_C#_89_Warm_Pad,16,valid
44100,1,C#,Synth Pad,1_0_C#_90_Polysynth_Pad.wav,0,1,0,true,Polysynth Pad,90,1_0_C#_90_Polysynth_Pad,2,train
44100,1,C#,Synth Pad,1_0_C#_91_Choir_Pad.wav,0,1,0,true,Choir Pad,91,1_0_C#_91_Choir_Pad,10,train
44100,1,C#,Synth Pad,1_0_C#_92_Bowed_Pad.wav,0,1,0,true,Bowed Pad,92,1_0_C#_92_Bowed_Pad,15,valid
44100,1,C#,Synth Pad,1_0_C#_93_Metallic_Pad.wav,0,1,0,true,Metallic Pad,93,1_0_C#_93_Metallic_Pad,17,valid
44100,1,C#,Synth Pad,1_0_C#_94_Halo_Pad.wav,0,1,0,true,Halo Pad,94,1_0_C#_94_Halo_Pad,3,train
44100,1,C#,Synth Pad,1_0_C#_95_Sweep_Pad.wav,0,1,0,true,Sweep Pad,95,1_0_C#_95_Sweep_Pad,6,train
44100,1,C#,Ethnic Timbres,1_0_C#_104_Sitar.wav,0,1,0,true,Sitar,104,1_0_C#_104_Sitar,2,train
44100,1,C#,Ethnic Timbres,1_0_C#_105_Banjo.wav,0,1,0,true,Banjo,105,1_0_C#_105_Banjo,15,valid
44100,1,C#,Ethnic Timbres,1_0_C#_106_Shamisen.wav,0,1,0,true,Shamisen,106,1_0_C#_106_Shamisen,10,train
44100,1,C#,Ethnic Timbres,1_0_C#_107_Koto.wav,0,1,0,true,Koto,107,1_0_C#_107_Koto,9,train
44100,1,C#,Ethnic Timbres,1_0_C#_108_Kalimba.wav,0,1,0,true,Kalimba,108,1_0_C#_108_Kalimba,6,train
44100,1,C#,Ethnic Timbres,1_0_C#_109_Bagpipe.wav,0,1,0,true,Bagpipe,109,1_0_C#_109_Bagpipe,14,train
44100,1,C#,Ethnic Timbres,1_0_C#_110_Fiddle.wav,0,1,0,true,Fiddle,110,1_0_C#_110_Fiddle,2,train
44100,1,C#,Ethnic Timbres,1_0_C#_111_Shanai.wav,0,1,0,true,Shanai,111,1_0_C#_111_Shanai,20,test
