sampling_rate,midi_note_val,midi_program_name,midi_program_num,interval,play_style_name,midi_category,path,root_note_pitch_class,root_note_name,play_style,name,interval_idx,fold,set_type
44100,60,Hammond Organ,16,1,UP,Organ Timbres,C_1_UP_16_Hammond_Organ.wav,0,C,0,C_1_UP_16_Hammond_Organ,0,3,train
44100,60,Percussive Organ,17,1,UP,Organ Timbres,C_1_UP_17_Percussive_Organ.wav,0,C,0,C_1_UP_17_Percussive_Organ,0,7,train
44100,60,Rock Organ,18,1,UP,Organ Timbres,C_1_UP_18_Rock_Organ.wav,0,C,0,C_1_UP_18_Rock_Organ,0,5,train
44100,60,Church Organ,19,1,UP,Organ Timbres,C_1_UP_19_Church_Organ.wav,0,C,0,C_1_UP_19_Church_Organ,0,11,train
44100,60,Reed Organ,20,1,UP,Organ Timbres,C_1_UP_20_Reed_Organ.wav,0,C,0,C_1_UP_20_Reed_Organ,0,17,valid
44100,60,Acoustic Nylon Guitar,24,1,UP,Guitar Timbres,C_1_UP_24_Acoustic_Nylon_Guitar.wav,0,C,0,C_1_UP_24_Acoustic_Nylon_Guitar,0,17,valid
44100,60,Acoustic Steel Guitar,25,1,UP,Guitar Timbres,C_1_UP_25_Acoustic_Steel_Guitar.wav,0,C,0,C_1_UP_25_Acoustic_Steel_Guitar,0,20,test
44100,60,Electric Jazz Guitar,26,1,UP,Guitar Timbres,C_1_UP_26_Electric_Jazz_Guitar.wav,0,C,0,C_1_UP_26_Electric_Jazz_Guitar,0,19,test
44100,60,Electric Clean Guitar,27,1,UP,Guitar Timbres,C_1_UP_27_Electric_Clean_Guitar.wav,0,C,0,C_1_UP_27_Electric_Clean_Guitar,0,1,train
44100,60,Electric Muted Guitar,28,1,UP,Guitar Timbres,C_1_UP_28_Electric_Muted_Guitar.wav,0,C,0,C_1_UP_28_Electric_Muted_Guitar,0,12,train
44100,60,Overdriven Guitar,29,1,UP,Guitar Timbres,C_1_UP_29_Overdriven_Guitar.wav,0,C,0,C_1_UP_29_Overdriven_Guitar,0,19,test
44100,60,Distortion Guitar,30,1,UP,Guitar Timbres,C_1_UP_30_Distortion_Guitar.wav,0,C,0,C_1_UP_30_Distortion_Guitar,0,5,train
44100,60,Acoustic Bass,32,1,UP,Bass Timbres,C_1_UP_32_Acoustic_Bass.wav,0,C,0,C_1_UP_32_Acoustic_Bass,0,2,train
44100,60,Fingered Electric Bass,33,1,UP,Bass Timbres,C_1_UP_33_Fingered_Electric_Bass.wav,0,C,0,C_1_UP_33_Fingered_Electric_Bass,0,19,test
44100,60,Plucked Electric Bass,34,1,UP,Bass Timbres,C_1_UP_34_Plucked_Electric_Bass.wav,0,C,0,C_1_UP_34_Plucked_Electric_Bass,0,11,train
44100,60,Fretless Bass,35,1,UP,Bass Timbres,C_1_UP_35_Fretless_Bass.wav,0,C,0,C_1_UP_35_Fretless_Bass,0,10,train
44100,60,Slap Bass 1,36,1,UP,Bass Timbres,C_1_UP_36_Slap_Bass_1.wav,0,C,0,C_1_UP_36_Slap_Bass_1,0,15,valid
44100,60,Slap Bass 2,37,1,UP,Bass Timbres,C_1_UP_37_Slap_Bass_2.wav,0,C,0,C_1_UP_37_Slap_Bass_2,0,20,test
44100,60,Synth Bass 1,38,1,UP,Bass Timbres,C_1_UP_38_Synth_Bass_1.wav,0,C,0,C_1_UP_38_Synth_Bass_1,0,18,test
44100,60,Synth Bass 2,39,1,UP,Bass Timbres,C_1_UP_39_Synth_Bass_2.wav,0,C,0,C_1_UP_39_Synth_Bass_2,0,3,train
44100,60,Violin,40,1,UP,String Timbres,C_1_UP_40_Violin.wav,0,C,0,C_1_UP_40_Violin,0,18,test
44100,60,Viola,41,1,UP,String Timbres,C_1_UP_41_Viola.wav,0,C,0,C_1_UP_41_Viola,0,4,train
44100,60,Cello,42,1,UP,String Timbres,C_1_UP_42_Cello.wav,0,C,0,C_1_UP_42_Cello,0,6,train
44100,60,Contrabass,43,1,UP,String Timbres,C_1_UP_43_Contrabass.wav,0,C,0,C_1_UP_43_Contrabass,0,10,train
44100,60,Tremolo Strings,44,1,UP,String Timbres,C_1_UP_44_Tremolo_Strings.wav,0,C,0,C_1_UP_44_Tremolo_Strings,0,13,train
44100,60,Pizzicato Strings,45,1,UP,String Timbres,C_1_UP_45_Pizzicato_Strings.wav,0,C,0,C_1_UP_45_Pizzicato_Strings,0,3,train
44100,60,Orchestral Harp,46,1,UP,String Timbres,C_1_UP_46_Orchestral_Harp.wav,0,C,0,C_1_UP_46_Orchestral_Harp,0,12,train
44100,60,String Ensemble 1,48,1,UP,Ensemble Timbres,C_1_UP_48_String_Ensemble_1.wav,0,C,0,C_1_UP_48_String_Ensemble_1,0,2,train
44100,60,String Ensemble 2,49,1,UP,Ensemble Timbres,C_1_UP_49_String_Ensemble_2.wav,0,C,0,C_1_UP_49_String_Ensemble_2,0,17,valid
44100,60,Synth Strings 1,50,1,UP,Ensemble Timbres,C_1_UP_50_Synth_Strings_1.wav,0,C,0,C_1_UP_50_Synth_Strings_1,0,5,train
44100,60,Synth Strings 2,51,1,UP,Ensemble Timbres,C_1_UP_51_Synth_Strings_2.wav,0,C,0,C_1_UP_51_Synth_Strings_2,0,3,train
44100,60,"Choir ""Aah""",52,1,UP,Ensemble Timbres,"C_1_UP_52_Choir_""Aah"".wav",0,C,0,"C_1_UP_52_Choir_""Aah""",0,9,train
44100,60,"Choir ""Ooh""",53,1,UP,Ensemble Timbres,"C_1_UP_53_Choir_""Ooh"".wav",0,C,0,"C_1_UP_53_Choir_""Ooh""",0,9,train
44100,60,Synth Voice,54,1,UP,Ensemble Timbres,C_1_UP_54_Synth_Voice.wav,0,C,0,C_1_UP_54_Synth_Voice,0,5,train
44100,60,Trumpet,56,1,UP,Brass Timbres,C_1_UP_56_Trumpet.wav,0,C,0,C_1_UP_56_Trumpet,0,18,test
44100,60,Trombone,57,1,UP,Brass Timbres,C_1_UP_57_Trombone.wav,0,C,0,C_1_UP_57_Trombone,0,7,train
44100,60,Tuba,58,1,UP,Brass Timbres,C_1_UP_58_Tuba.wav,0,C,0,C_1_UP_58_Tuba,0,5,train
44100,60,Muted Trumpet,59,1,UP,Brass Timbres,C_1_UP_59_Muted_Trumpet.wav,0,C,0,C_1_UP_59_Muted_Trumpet,0,15,valid
44100,60,French Horn,60,1,UP,Brass Timbres,C_1_UP_60_French_Horn.wav,0,C,0,C_1_UP_60_French_Horn,0,6,train
44100,60,Brass Section,61,1,UP,Brass Timbres,C_1_UP_61_Brass_Section.wav,0,C,0,C_1_UP_61_Brass_Section,0,15,valid
44100,60,Synth Brass 1,62,1,UP,Brass Timbres,C_1_UP_62_Synth_Brass_1.wav,0,C,0,C_1_UP_62_Synth_Brass_1,0,18,test
44100,60,Synth Brass 2,63,1,UP,Brass Timbres,C_1_UP_63_Synth_Brass_2.wav,0,C,0,C_1_UP_63_Synth_Brass_2,0,18,test
44100,60,Soprano Sax,64,1,UP,Reed Timbres,C_1_UP_64_Soprano_Sax.wav,0,C,0,C_1_UP_64_Soprano_Sax,0,20,test
44100,60,Alto Sax,65,1,UP,Reed Timbres,C_1_UP_65_Alto_Sax.wav,0,C,0,C_1_UP_65_Alto_Sax,0,10,train
44100,60,Tenor Sax,66,1,UP,Reed Timbres,C_1_UP_66_Tenor_Sax.wav,0,C,0,C_1_UP_66_Tenor_Sax,0,12,train
44100,60,Baritone Sax,67,1,UP,Reed Timbres,C_1_UP_67_Baritone_Sax.wav,0,C,0,C_1_UP_67_Baritone_Sax,0,3,train
44100,60,Oboe,68,1,UP,Reed Timbres,C_1_UP_68_Oboe.wav,0,C,0,C_1_UP_68_Oboe,0,12,train
44100,60,English Horn,69,1,UP,Reed Timbres,C_1_UP_69_English_Horn.wav,0,C,0,C_1_UP_69_English_Horn,0,5,train
44100,60,Bassoon,70,1,UP,Reed Timbres,C_1_UP_70_Bassoon.wav,0,C,0,C_1_UP_70_Bassoon,0,8,train
44100,60,Clarinet,71,1,UP,Reed Timbres,C_1_UP_71_Clarinet.wav,0,C,0,C_1_UP_71_Clarinet,0,7,train
44100,60,Piccolo,72,1,UP,Pipe Timbres,C_1_UP_72_Piccolo.wav,0,C,0,C_1_UP_72_Piccolo,0,4,train
44100,60,Flute,73,1,UP,Pipe Timbres,C_1_UP_73_Flute.wav,0,C,0,C_1_UP_73_Flute,0,19,test
44100,60,Recorder,74,1,UP,Pipe Timbres,C_1_UP_74_Recorder.wav,0,C,0,C_1_UP_74_Recorder,0,12,train
44100,60,Pan Flute,75,1,UP,Pipe Timbres,C_1_UP_75_Pan_Flute.wav,0,C,0,C_1_UP_75_Pan_Flute,0,8,train
44100,60,Bottle Blow,76,1,UP,Pipe Timbres,C_1_UP_76_Bottle_Blow.wav,0,C,0,C_1_UP_76_Bottle_Blow,0,5,train
44100,60,Ocarina,79,1,UP,Pipe Timbres,C_1_UP_79_Ocarina.wav,0,C,0,C_1_UP_79_Ocarina,0,7,train
44100,60,Square Wave Lead,80,1,UP,Synth Lead,C_1_UP_80_Square_Wave_Lead.wav,0,C,0,C_1_UP_80_Square_Wave_Lead,0,1,train
44100,60,Sawtooth Wave Lead,81,1,UP,Synth Lead,C_1_UP_81_Sawtooth_Wave_Lead.wav,0,C,0,C_1_UP_81_Sawtooth_Wave_Lead,0,3,train
44100,60,Calliope Lead,82,1,UP,Synth Lead,C_1_UP_82_Calliope_Lead.wav,0,C,0,C_1_UP_82_Calliope_Lead,0,19,test
44100,60,Chiff Lead,83,1,UP,Synth Lead,C_1_UP_83_Chiff_Lead.wav,0,C,0,C_1_UP_83_Chiff_Lead,0,20,test
44100,60,Charang Lead,84,1,UP,Synth Lead,C_1_UP_84_Charang_Lead.wav,0,C,0,C_1_UP_84_Charang_Lead,0,12,train
44100,60,Voice Lead,85,1,UP,Synth Lead,C_1_UP_85_Voice_Lead.wav,0,C,0,C_1_UP_85_Voice_Lead,0,17,valid
44100,60,Bass Lead,87,1,UP,Synth Lead,C_1_UP_87_Bass_Lead.wav,0,C,0,C_1_UP_87_Bass_Lead,0,18,test
44100,60,New Age Pad,88,1,UP,Synth Pad,C_1_UP_88_New_Age_Pad.wav,0,C,0,C_1_UP_88_New_Age_Pad,0,14,train
44100,60,Warm Pad,89,1,UP,Synth Pad,C_1_UP_89_Warm_Pad.wav,0,C,0,C_1_UP_89_Warm_Pad,0,9,train
44100,60,Polysynth Pad,90,1,UP,Synth Pad,C_1_UP_90_Polysynth_Pad.wav,0,C,0,C_1_UP_90_Polysynth_Pad,0,10,train
44100,60,Choir Pad,91,1,UP,Synth Pad,C_1_UP_91_Choir_Pad.wav,0,C,0,C_1_UP_91_Choir_Pad,0,7,train
44100,60,Bowed Pad,92,1,UP,Synth Pad,C_1_UP_92_Bowed_Pad.wav,0,C,0,C_1_UP_92_Bowed_Pad,0,14,train
44100,60,Metallic Pad,93,1,UP,Synth Pad,C_1_UP_93_Metallic_Pad.wav,0,C,0,C_1_UP_93_Metallic_Pad,0,8,train
44100,60,Halo Pad,94,1,UP,Synth Pad,C_1_UP_94_Halo_Pad.wav,0,C,0,C_1_UP_94_Halo_Pad,0,2,train
44100,60,Sweep Pad,95,1,UP,Synth Pad,C_1_UP_95_Sweep_Pad.wav,0,C,0,C_1_UP_95_Sweep_Pad,0,13,train
44100,60,Sitar,104,1,UP,Ethnic Timbres,C_1_UP_104_Sitar.wav,0,C,0,C_1_UP_104_Sitar,0,15,valid
44100,60,Banjo,105,1,UP,Ethnic Timbres,C_1_UP_105_Banjo.wav,0,C,0,C_1_UP_105_Banjo,0,17,valid
44100,60,Shamisen,106,1,UP,Ethnic Timbres,C_1_UP_106_Shamisen.wav,0,C,0,C_1_UP_106_Shamisen,0,20,test
44100,60,Koto,107,1,UP,Ethnic Timbres,C_1_UP_107_Koto.wav,0,C,0,C_1_UP_107_Koto,0,6,train
44100,60,Kalimba,108,1,UP,Ethnic Timbres,C_1_UP_108_Kalimba.wav,0,C,0,C_1_UP_108_Kalimba,0,6,train
44100,60,Bagpipe,109,1,UP,Ethnic Timbres,C_1_UP_109_Bagpipe.wav,0,C,0,C_1_UP_109_Bagpipe,0,17,valid
44100,60,Fiddle,110,1,UP,Ethnic Timbres,C_1_UP_110_Fiddle.wav,0,C,0,C_1_UP_110_Fiddle,0,18,test
44100,60,Shanai,111,1,UP,Ethnic Timbres,C_1_UP_111_Shanai.wav,0,C,0,C_1_UP_111_Shanai,0,18,test
44100,60,Acoustic Grand Piano,0,1,DOWN,Piano Timbres,C_1_DOWN_0_Acoustic_Grand_Piano.wav,0,C,1,C_1_DOWN_0_Acoustic_Grand_Piano,0,16,valid
44100,60,Bright Acoustic Piano,1,1,DOWN,Piano Timbres,C_1_DOWN_1_Bright_Acoustic_Piano.wav,0,C,1,C_1_DOWN_1_Bright_Acoustic_Piano,0,16,valid
44100,60,Electric Grand Piano,2,1,DOWN,Piano Timbres,C_1_DOWN_2_Electric_Grand_Piano.wav,0,C,1,C_1_DOWN_2_Electric_Grand_Piano,0,15,valid
44100,60,Honky-tonk Piano,3,1,DOWN,Piano Timbres,C_1_DOWN_3_Honky-tonk_Piano.wav,0,C,1,C_1_DOWN_3_Honky-tonk_Piano,0,12,train
44100,60,Rhodes Piano,4,1,DOWN,Piano Timbres,C_1_DOWN_4_Rhodes_Piano.wav,0,C,1,C_1_DOWN_4_Rhodes_Piano,0,12,train
44100,60,Chorused Piano,5,1,DOWN,Piano Timbres,C_1_DOWN_5_Chorused_Piano.wav,0,C,1,C_1_DOWN_5_Chorused_Piano,0,14,train
44100,60,Harpsichord,6,1,DOWN,Piano Timbres,C_1_DOWN_6_Harpsichord.wav,0,C,1,C_1_DOWN_6_Harpsichord,0,20,test
44100,60,Clavinet,7,1,DOWN,Piano Timbres,C_1_DOWN_7_Clavinet.wav,0,C,1,C_1_DOWN_7_Clavinet,0,20,test
44100,60,Music Box,10,1,DOWN,Chromatic Percussion,C_1_DOWN_10_Music_Box.wav,0,C,1,C_1_DOWN_10_Music_Box,0,9,train
44100,60,Vibraphone,11,1,DOWN,Chromatic Percussion,C_1_DOWN_11_Vibraphone.wav,0,C,1,C_1_DOWN_11_Vibraphone,0,20,test
44100,60,Marimba,12,1,DOWN,Chromatic Percussion,C_1_DOWN_12_Marimba.wav,0,C,1,C_1_DOWN_12_Marimba,0,2,train
44100,60,Xylophone,13,1,DOWN,Chromatic Percussion,C_1_DOWN_13_Xylophone.wav,0,C,1,C_1_DOWN_13_Xylophone,0,2,train
44100,60,Dulcimer,15,1,DOWN,Chromatic Percussion,C_1_DOWN_15_Dulcimer.wav,0,C,1,C_1_DOWN_15_Dulcimer,0,11,train
44100,60,Hammond Organ,16,1,DOWN,Organ Timbres,C_1_DOWN_16_Hammond_Organ.wav,0,C,1,C_1_DOWN_16_Hammond_Organ,0,15,valid
44100,60,Percussive Organ,17,1,DOWN,Organ Timbres,C_1_DOWN_17_Percussive_Organ.wav,0,C,1,C_1_DOWN_17_Percussive_Organ,0,8,train
44100,60,Rock Organ,18,1,DOWN,Organ Timbres,C_1_DOWN_18_Rock_Organ.wav,0,C,1,C_1_DOWN_18_Rock_Organ,0,12,train
44100,60,Church Organ,19,1,DOWN,Organ Timbres,C_1_DOWN_19_Church_Organ.wav,0,C,1,C_1_DOWN_19_Church_Organ,0,17,valid
44100,60,Reed Organ,20,1,DOWN,Organ Timbres,C_1_DOWN_20_Reed_Organ.wav,0,C,1,C_1_DOWN_20_Reed_Organ,0,19,test
44100,60,Acoustic Nylon Guitar,24,1,DOWN,Guitar Timbres,C_1_DOWN_24_Acoustic_Nylon_Guitar.wav,0,C,1,C_1_DOWN_24_Acoustic_Nylon_Guitar,0,15,valid
44100,60,Acoustic Steel Guitar,25,1,DOWN,Guitar Timbres,C_1_DOWN_25_Acoustic_Steel_Guitar.wav,0,C,1,C_1_DOWN_25_Acoustic_Steel_Guitar,0,5,train
44100,60,Electric Jazz Guitar,26,1,DOWN,Guitar Timbres,C_1_DOWN_26_Electric_Jazz_Guitar.wav,0,C,1,C_1_DOWN_26_Electric_Jazz_Guitar,0,3,train
44100,60,Electric Clean Guitar,27,1,DOWN,Guitar Timbres,C_1_DOWN_27_Electric_Clean_Guitar.wav,0,C,1,C_1_DOWN_27_Electric_Clean_Guitar,0,6,train
44100,60,Electric Muted Guitar,28,1,DOWN,Guitar Timbres,C_1_DOWN_28_Electric_Muted_Guitar.wav,0,C,1,C_1_DOWN_28_Electric_Muted_Guitar,0,13,train
44100,60,Overdriven Guitar,29,1,DOWN,Guitar Timbres,C_1_DOWN_29_Overdriven_Guitar.wav,0,C,1,C_1_DOWN_29_Overdriven_Guitar,0,7,train
44100,60,Distortion Guitar,30,1,DOWN,Guitar Timbres,C_1_DOWN_30_Distortion_Guitar.wav,0,C,1,C_1_DOWN_30_Distortion_Guitar,0,8,train
44100,60,Acoustic Bass,32,1,DOWN,Bass Timbres,C_1_DOWN_32_Acoustic_Bass.wav,0,C,1,C_1_DOWN_32_Acoustic_Bass,0,10,train
44100,60,Fingered Electric Bass,33,1,DOWN,Bass Timbres,C_1_DOWN_33_Fingered_Electric_Bass.wav,0,C,1,C_1_DOWN_33_Fingered_Electric_Bass,0,2,train
44100,60,Plucked Electric Bass,34,1,DOWN,Bass Timbres,C_1_DOWN_34_Plucked_Electric_Bass.wav,0,C,1,C_1_DOWN_34_Plucked_Electric_Bass,0,14,train
44100,60,Fretless Bass,35,1,DOWN,Bass Timbres,C_1_DOWN_35_Fretless_Bass.wav,0,C,1,C_1_DOWN_35_Fretless_Bass,0,10,train
44100,60,Slap Bass 1,36,1,DOWN,Bass Timbres,C_1_DOWN_36_Slap_Bass_1.wav,0,C,1,C_1_DOWN_36_Slap_Bass_1,0,5,train
44100,60,Slap Bass 2,37,1,DOWN,Bass Timbres,C_1_DOWN_37_Slap_Bass_2.wav,0,C,1,C_1_DOWN_37_Slap_Bass_2,0,11,train
44100,60,Synth Bass 1,38,1,DOWN,Bass Timbres,C_1_DOWN_38_Synth_Bass_1.wav,0,C,1,C_1_DOWN_38_Synth_Bass_1,0,3,train
44100,60,Synth Bass 2,39,1,DOWN,Bass Timbres,C_1_DOWN_39_Synth_Bass_2.wav,0,C,1,C_1_DOWN_39_Synth_Bass_2,0,20,test
44100,60,Violin,40,1,DOWN,String Timbres,C_1_DOWN_40_Violin.wav,0,C,1,C_1_DOWN_40_Violin,0,1,train
44100,60,Viola,41,1,DOWN,String Timbres,C_1_DOWN_41_Viola.wav,0,C,1,C_1_DOWN_41_Viola,0,5,train
44100,60,Cello,42,1,DOWN,String Timbres,C_1_DOWN_42_Cello.wav,0,C,1,C_1_DOWN_42_Cello,0,1,train
44100,60,Contrabass,43,1,DOWN,String Timbres,C_1_DOWN_43_Contrabass.wav,0,C,1,C_1_DOWN_43_Contrabass,0,13,train
44100,60,Tremolo Strings,44,1,DOWN,String Timbres,C_1_DOWN_44_Tremolo_Strings.wav,0,C,1,C_1_DOWN_44_Tremolo_Strings,0,2,train
44100,60,Pizzicato Strings,45,1,DOWN,String Timbres,C_1_DOWN_45_Pizzicato_Strings.wav,0,C,1,C_1_DOWN_45_Pizzicato_Strings,0,10,train
44100,60,Orchestral Harp,46,1,DOWN,String Timbres,C_1_DOWN_46_Orchestral_Harp.wav,0,C,1,C_1_DOWN_46_Orchestral_Harp,0,20,test
44100,60,String Ensemble 1,48,1,DOWN,Ensemble Timbres,C_1_DOWN_48_String_Ensemble_1.wav,0,C,1,C_1_DOWN_48_String_Ensemble_1,0,2,train
44100,60,String Ensemble 2,49,1,DOWN,Ensemble Timbres,C_1_DOWN_49_String_Ensemble_2.wav,0,C,1,C_1_DOWN_49_String_Ensemble_2,0,15,valid
44100,60,Synth Strings 1,50,1,DOWN,Ensemble Timbres,C_1_DOWN_50_Synth_Strings_1.wav,0,C,1,C_1_DOWN_50_Synth_Strings_1,0,6,train
44100,60,Synth Strings 2,51,1,DOWN,Ensemble Timbres,C_1_DOWN_51_Synth_Strings_2.wav,0,C,1,C_1_DOWN_51_Synth_Strings_2,0,8,train
44100,60,"Choir ""Aah""",52,1,DOWN,Ensemble Timbres,"C_1_DOWN_52_Choir_""Aah"".wav",0,C,1,"C_1_DOWN_52_Choir_""Aah""",0,4,train
44100,60,"Choir ""Ooh""",53,1,DOWN,Ensemble Timbres,"C_1_DOWN_53_Choir_""Ooh"".wav",0,C,1,"C_1_DOWN_53_Choir_""Ooh""",0,5,train
44100,60,Synth Voice,54,1,DOWN,Ensemble Timbres,C_1_DOWN_54_Synth_Voice.wav,0,C,1,C_1_DOWN_54_Synth_Voice,0,4,train
44100,60,Trumpet,56,1,DOWN,Brass Timbres,C_1_DOWN_56_Trumpet.wav,0,C,1,C_1_DOWN_56_Trumpet,0,6,train
44100,60,Trombone,57,1,DOWN,Brass Timbres,C_1_DOWN_57_Trombone.wav,0,C,1,C_1_DOWN_57_Trombone,0,10,train
44100,60,Tuba,58,1,DOWN,Brass Timbres,C_1_DOWN_58_Tuba.wav,0,C,1,C_1_DOWN_58_Tuba,0,14,train
44100,60,Muted Trumpet,59,1,DOWN,Brass Timbres,C_1_DOWN_59_Muted_Trumpet.wav,0,C,1,C_1_DOWN_59_Muted_Trumpet,0,4,train
44100,60,French Horn,60,1,DOWN,Brass Timbres,C_1_DOWN_60_French_Horn.wav,0,C,1,C_1_DOWN_60_French_Horn,0,5,train
44100,60,Brass Section,61,1,DOWN,Brass Timbres,C_1_DOWN_61_Brass_Section.wav,0,C,1,C_1_DOWN_61_Brass_Section,0,4,train
44100,60,Synth Brass 1,62,1,DOWN,Brass Timbres,C_1_DOWN_62_Synth_Brass_1.wav,0,C,1,C_1_DOWN_62_Synth_Brass_1,0,10,train
44100,60,Synth Brass 2,63,1,DOWN,Brass Timbres,C_1_DOWN_63_Synth_Brass_2.wav,0,C,1,C_1_DOWN_63_Synth_Brass_2,0,20,test
44100,60,Soprano Sax,64,1,DOWN,Reed Timbres,C_1_DOWN_64_Soprano_Sax.wav,0,C,1,C_1_DOWN_64_Soprano_Sax,0,2,train
44100,60,Alto Sax,65,1,DOWN,Reed Timbres,C_1_DOWN_65_Alto_Sax.wav,0,C,1,C_1_DOWN_65_Alto_Sax,0,17,valid
44100,60,Tenor Sax,66,1,DOWN,Reed Timbres,C_1_DOWN_66_Tenor_Sax.wav,0,C,1,C_1_DOWN_66_Tenor_Sax,0,20,test
44100,60,Baritone Sax,67,1,DOWN,Reed Timbres,C_1_DOWN_67_Baritone_Sax.wav,0,C,1,C_1_DOWN_67_Baritone_Sax,0,16,valid
44100,60,Oboe,68,1,DOWN,Reed Timbres,C_1_DOWN_68_Oboe.wav,0,C,1,C_1_DOWN_68_Oboe,0,10,train
44100,60,English Horn,69,1,DOWN,Reed Timbres,C_1_DOWN_69_English_Horn.wav,0,C,1,C_1_DOWN_69_English_Horn,0,12,train
44100,60,Bassoon,70,1,DOWN,Reed Timbres,C_1_DOWN_70_Bassoon.wav,0,C,1,C_1_DOWN_70_Bassoon,0,17,valid
44100,60,Clarinet,71,1,DOWN,Reed Timbres,C_1_DOWN_71_Clarinet.wav,0,C,1,C_1_DOWN_71_Clarinet,0,14,train
44100,60,Piccolo,72,1,DOWN,Pipe Timbres,C_1_DOWN_72_Piccolo.wav,0,C,1,C_1_DOWN_72_Piccolo,0,13,train
44100,60,Flute,73,1,DOWN,Pipe Timbres,C_1_DOWN_73_Flute.wav,0,C,1,C_1_DOWN_73_Flute,0,18,test
44100,60,Recorder,74,1,DOWN,Pipe Timbres,C_1_DOWN_74_Recorder.wav,0,C,1,C_1_DOWN_74_Recorder,0,18,test
44100,60,Pan Flute,75,1,DOWN,Pipe Timbres,C_1_DOWN_75_Pan_Flute.wav,0,C,1,C_1_DOWN_75_Pan_Flute,0,9,train
44100,60,Bottle Blow,76,1,DOWN,Pipe Timbres,C_1_DOWN_76_Bottle_Blow.wav,0,C,1,C_1_DOWN_76_Bottle_Blow,0,14,train
44100,60,Ocarina,79,1,DOWN,Pipe Timbres,C_1_DOWN_79_Ocarina.wav,0,C,1,C_1_DOWN_79_Ocarina,0,8,train
44100,60,Square Wave Lead,80,1,DOWN,Synth Lead,C_1_DOWN_80_Square_Wave_Lead.wav,0,C,1,C_1_DOWN_80_Square_Wave_Lead,0,5,train
44100,60,Sawtooth Wave Lead,81,1,DOWN,Synth Lead,C_1_DOWN_81_Sawtooth_Wave_Lead.wav,0,C,1,C_1_DOWN_81_Sawtooth_Wave_Lead,0,1,train
44100,60,Calliope Lead,82,1,DOWN,Synth Lead,C_1_DOWN_82_Calliope_Lead.wav,0,C,1,C_1_DOWN_82_Calliope_Lead,0,11,train
44100,60,Chiff Lead,83,1,DOWN,Synth Lead,C_1_DOWN_83_Chiff_Lead.wav,0,C,1,C_1_DOWN_83_Chiff_Lead,0,9,train
44100,60,Charang Lead,84,1,DOWN,Synth Lead,C_1_DOWN_84_Charang_Lead.wav,0,C,1,C_1_DOWN_84_Charang_Lead,0,13,train
44100,60,Voice Lead,85,1,DOWN,Synth Lead,C_1_DOWN_85_Voice_Lead.wav,0,C,1,C_1_DOWN_85_Voice_Lead,0,4,train
44100,60,Bass Lead,87,1,DOWN,Synth Lead,C_1_DOWN_87_Bass_Lead.wav,0,C,1,C_1_DOWN_87_Bass_Lead,0,5,train
44100,60,New Age Pad,88,1,DOWN,Synth Pad,C_1_DOWN_88_New_Age_Pad.wav,0,C,1,C_1_DOWN_88_New_Age_Pad,0,10,train
44100,60,Warm Pad,89,1,DOWN,Synth Pad,C_1_DOWN_89_Warm_Pad.wav,0,C,1,C_1_DOWN_89_Warm_Pad,0,4,train
