bpm,path,reverb_level,offset_time,click_config_name,sampling_rate,midi_program_num,is_compound,time_signature_beats,time_signature_subdivision,time_signature,name,fold,set_type
120,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_5.wav,0,1.5023,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_0_offset_5,3,train
120,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_6.wav,0,1.568,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_0_offset_6,17,valid
120,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_7.wav,0,0.473,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_0_offset_7,18,test
120,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_8.wav,0,0.7719,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_0_offset_8,3,train
120,2_2_120_bpm_woodblock_dark_reverb_level_0_offset_9.wav,0,1.4789,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_0_offset_9,2,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_0.wav,0,1.2195,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_0,9,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_1.wav,0,0.0529,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_1,17,valid
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_2.wav,0,0.1091,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_2,7,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_3.wav,0,1.8738,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_3,10,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_4.wav,0,0.354,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_4,12,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_5.wav,0,0.7536,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_5,20,test
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_6.wav,0,1.8786,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_6,10,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_7.wav,0,1.6168,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_7,13,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_8.wav,0,1.1051,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_8,8,train
120,2_2_120_bpm_woodblock_light_reverb_level_0_offset_9.wav,0,0.9525,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_0_offset_9,18,test
120,2_2_120_bpm_taiko_reverb_level_0_offset_0.wav,0,1.8942,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_0,5,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_1.wav,0,0.5493,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_1,7,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_2.wav,0,0.3878,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_2,10,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_3.wav,0,0.5825,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_3,2,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_4.wav,0,0.2606,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_4,7,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_5.wav,0,0.1864,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_5,7,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_6.wav,0,1.3359,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_6,6,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_7.wav,0,0.5832,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_7,18,test
120,2_2_120_bpm_taiko_reverb_level_0_offset_8.wav,0,1.2467,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_8,6,train
120,2_2_120_bpm_taiko_reverb_level_0_offset_9.wav,0,0.3446,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_0_offset_9,16,valid
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_0.wav,0,1.3893,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_0,19,test
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_1.wav,0,0.035,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_1,9,train
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_2.wav,0,1.7984,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_2,3,train
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_3.wav,0,0.6409,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_3,6,train
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_4.wav,0,0.7287,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_4,7,train
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_5.wav,0,1.8343,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_5,17,valid
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_6.wav,0,1.5929,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_6,8,train
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_7.wav,0,0.6912,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_7,17,valid
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_8.wav,0,0.2664,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_8,16,valid
120,2_2_120_bpm_synth_drum_reverb_level_0_offset_9.wav,0,0.0927,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_0_offset_9,3,train
120,2_2_120_bpm_default_reverb_level_1_offset_0.wav,1,1.9856,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_0,20,test
120,2_2_120_bpm_default_reverb_level_1_offset_1.wav,1,1.2834,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_1,5,train
120,2_2_120_bpm_default_reverb_level_1_offset_2.wav,1,0.2526,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_2,1,train
120,2_2_120_bpm_default_reverb_level_1_offset_3.wav,1,1.7084,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_3,2,train
120,2_2_120_bpm_default_reverb_level_1_offset_4.wav,1,0.9877,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_4,4,train
120,2_2_120_bpm_default_reverb_level_1_offset_5.wav,1,1.7417,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_5,13,train
120,2_2_120_bpm_default_reverb_level_1_offset_6.wav,1,0.4741,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_6,8,train
120,2_2_120_bpm_default_reverb_level_1_offset_7.wav,1,0.9305,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_7,11,train
120,2_2_120_bpm_default_reverb_level_1_offset_8.wav,1,1.2643,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_8,13,train
120,2_2_120_bpm_default_reverb_level_1_offset_9.wav,1,0.9659,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_1_offset_9,20,test
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_0.wav,1,1.7236,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_0,8,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_1.wav,1,0.3444,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_1,20,test
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_2.wav,1,0.0841,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_2,14,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_3.wav,1,0.9592,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_3,7,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_4.wav,1,1.145,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_4,3,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_5.wav,1,1.4943,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_5,10,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_6.wav,1,1.3837,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_6,5,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_7.wav,1,0.3054,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_7,10,train
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_8.wav,1,1.6787,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_8,20,test
120,2_2_120_bpm_woodblock_dark_reverb_level_1_offset_9.wav,1,0.1313,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_1_offset_9,9,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_0.wav,1,1.4332,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_0,19,test
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_1.wav,1,0.3029,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_1,13,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_2.wav,1,0.9568,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_2,17,valid
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_3.wav,1,1.5476,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_3,12,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_4.wav,1,1.3767,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_4,12,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_5.wav,1,0.0712,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_5,13,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_6.wav,1,1.1168,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_6,19,test
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_7.wav,1,1.7589,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_7,10,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_8.wav,1,0.9489,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_8,5,train
120,2_2_120_bpm_woodblock_light_reverb_level_1_offset_9.wav,1,0.6034,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_1_offset_9,14,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_0.wav,1,1.0084,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_0,2,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_1.wav,1,1.5485,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_1,4,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_2.wav,1,1.1977,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_2,8,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_3.wav,1,0.7216,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_3,6,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_4.wav,1,1.7414,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_4,5,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_5.wav,1,1.6583,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_5,18,test
120,2_2_120_bpm_taiko_reverb_level_1_offset_6.wav,1,1.6299,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_6,12,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_7.wav,1,1.3968,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_7,6,train
120,2_2_120_bpm_taiko_reverb_level_1_offset_8.wav,1,0.801,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_8,16,valid
120,2_2_120_bpm_taiko_reverb_level_1_offset_9.wav,1,0.6281,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_1_offset_9,2,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_0.wav,1,1.6194,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_0,16,valid
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_1.wav,1,1.1792,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_1,12,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_2.wav,1,0.3807,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_2,2,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_3.wav,1,1.3055,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_3,3,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_4.wav,1,0.856,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_4,15,valid
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_5.wav,1,1.983,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_5,11,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_6.wav,1,0.1795,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_6,12,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_7.wav,1,1.2432,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_7,5,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_8.wav,1,1.4792,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_8,4,train
120,2_2_120_bpm_synth_drum_reverb_level_1_offset_9.wav,1,0.3172,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_1_offset_9,16,valid
120,2_2_120_bpm_default_reverb_level_2_offset_0.wav,2,1.6319,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_0,10,train
120,2_2_120_bpm_default_reverb_level_2_offset_1.wav,2,0.1215,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_1,12,train
120,2_2_120_bpm_default_reverb_level_2_offset_2.wav,2,1.4572,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_2,1,train
120,2_2_120_bpm_default_reverb_level_2_offset_3.wav,2,1.9129,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_3,7,train
120,2_2_120_bpm_default_reverb_level_2_offset_4.wav,2,0.449,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_4,19,test
120,2_2_120_bpm_default_reverb_level_2_offset_5.wav,2,1.4461,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_5,9,train
120,2_2_120_bpm_default_reverb_level_2_offset_6.wav,2,1.0841,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_6,2,train
120,2_2_120_bpm_default_reverb_level_2_offset_7.wav,2,1.9436,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_7,8,train
120,2_2_120_bpm_default_reverb_level_2_offset_8.wav,2,0.8779,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_8,19,test
120,2_2_120_bpm_default_reverb_level_2_offset_9.wav,2,0.355,default,44100,0,0,2,2,"(2, 2)",2_2_120_bpm_default_reverb_level_2_offset_9,15,valid
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_0.wav,2,1.552,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_0,13,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_1.wav,2,1.3324,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_1,20,test
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_2.wav,2,1.0233,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_2,3,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_3.wav,2,0.0442,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_3,3,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_4.wav,2,0.9972,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_4,11,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_5.wav,2,1.3957,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_5,17,valid
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_6.wav,2,0.9564,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_6,5,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_7.wav,2,0.7511,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_7,9,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_8.wav,2,0.2957,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_8,1,train
120,2_2_120_bpm_woodblock_dark_reverb_level_2_offset_9.wav,2,0.4702,woodblock_dark,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_dark_reverb_level_2_offset_9,4,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_0.wav,2,0.1025,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_0,19,test
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_1.wav,2,1.3938,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_1,7,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_2.wav,2,0.6416,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_2,14,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_3.wav,2,1.5092,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_3,5,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_4.wav,2,0.7983,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_4,15,valid
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_5.wav,2,0.6893,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_5,1,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_6.wav,2,0.9131,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_6,19,test
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_7.wav,2,0.2447,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_7,1,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_8.wav,2,0.1545,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_8,8,train
120,2_2_120_bpm_woodblock_light_reverb_level_2_offset_9.wav,2,0.3005,woodblock_light,44100,115,0,2,2,"(2, 2)",2_2_120_bpm_woodblock_light_reverb_level_2_offset_9,1,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_0.wav,2,1.0638,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_0,14,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_1.wav,2,0.9597,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_1,18,test
120,2_2_120_bpm_taiko_reverb_level_2_offset_2.wav,2,0.0412,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_2,6,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_3.wav,2,1.1644,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_3,14,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_4.wav,2,0.4208,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_4,16,valid
120,2_2_120_bpm_taiko_reverb_level_2_offset_5.wav,2,0.1282,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_5,17,valid
120,2_2_120_bpm_taiko_reverb_level_2_offset_6.wav,2,1.1387,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_6,11,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_7.wav,2,0.2266,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_7,4,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_8.wav,2,0.5522,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_8,9,train
120,2_2_120_bpm_taiko_reverb_level_2_offset_9.wav,2,0.6905,taiko,44100,116,0,2,2,"(2, 2)",2_2_120_bpm_taiko_reverb_level_2_offset_9,6,train
120,2_2_120_bpm_synth_drum_reverb_level_2_offset_0.wav,2,0.6054,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_2_offset_0,4,train
120,2_2_120_bpm_synth_drum_reverb_level_2_offset_1.wav,2,0.7919,synth_drum,44100,118,0,2,2,"(2, 2)",2_2_120_bpm_synth_drum_reverb_level_2_offset_1,11,train
