name,inst1,inst2,bpm,num_bars,poly,pair,ratio,norm_ratio,offset_lvl,offset_ms,rvb_lvl,rvb_val,poly1,poly2,polydist,label_idx,fold,set_type
Woodblock_Agogo-bpm_60-rvb_0-offms_0-4a5,Woodblock,Agogo,60,1,4a5,Agogo_Woodblock,0.8,0.8412371134020619,0,0,0,0,4,5,1,25,17,valid
Agogo_Woodblock-bpm_60-rvb_0-offms_0-4a7,Agogo,Woodblock,60,1,4a7,Agogo_Woodblock,0.5714285714285714,0.5301914580265095,0,0,0,0,4,7,3,14,16,valid
Woodblock_Agogo-bpm_60-rvb_0-offms_0-4a7,Woodblock,Agogo,60,1,4a7,Agogo_Woodblock,0.5714285714285714,0.5301914580265095,0,0,0,0,4,7,3,14,2,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-4a9,Agogo,Woodblock,60,1,4a9,Agogo_Woodblock,0.4444444444444444,0.3573883161512027,0,0,0,0,4,9,5,10,8,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-4a9,Woodblock,Agogo,60,1,4a9,Agogo_Woodblock,0.4444444444444444,0.3573883161512027,0,0,0,0,4,9,5,10,19,test
Agogo_Woodblock-bpm_60-rvb_0-offms_0-4a11,Agogo,Woodblock,60,1,4a11,Agogo_Woodblock,0.36363636363636365,0.24742268041237114,0,0,0,0,4,11,7,5,12,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-4a11,Woodblock,Agogo,60,1,4a11,Agogo_Woodblock,0.36363636363636365,0.24742268041237114,0,0,0,0,4,11,7,5,13,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-5a6,Agogo,Woodblock,60,1,5a6,Agogo_Woodblock,0.8333333333333334,0.88659793814433,0,0,0,0,5,6,1,27,2,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-5a6,Woodblock,Agogo,60,1,5a6,Agogo_Woodblock,0.8333333333333334,0.88659793814433,0,0,0,0,5,6,1,27,3,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-5a7,Agogo,Woodblock,60,1,5a7,Agogo_Woodblock,0.7142857142857143,0.7245949926362298,0,0,0,0,5,7,2,21,8,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-5a7,Woodblock,Agogo,60,1,5a7,Agogo_Woodblock,0.7142857142857143,0.7245949926362298,0,0,0,0,5,7,2,21,11,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-5a8,Agogo,Woodblock,60,1,5a8,Agogo_Woodblock,0.625,0.6030927835051546,0,0,0,0,5,8,3,17,6,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-5a8,Woodblock,Agogo,60,1,5a8,Agogo_Woodblock,0.625,0.6030927835051546,0,0,0,0,5,8,3,17,10,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-5a9,Agogo,Woodblock,60,1,5a9,Agogo_Woodblock,0.5555555555555556,0.5085910652920962,0,0,0,0,5,9,4,13,8,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-5a9,Woodblock,Agogo,60,1,5a9,Agogo_Woodblock,0.5555555555555556,0.5085910652920962,0,0,0,0,5,9,4,13,1,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-5a11,Agogo,Woodblock,60,1,5a11,Agogo_Woodblock,0.45454545454545453,0.37113402061855666,0,0,0,0,5,11,6,11,16,valid
Woodblock_Agogo-bpm_60-rvb_0-offms_0-5a11,Woodblock,Agogo,60,1,5a11,Agogo_Woodblock,0.45454545454545453,0.37113402061855666,0,0,0,0,5,11,6,11,20,test
Agogo_Woodblock-bpm_60-rvb_0-offms_0-5a12,Agogo,Woodblock,60,1,5a12,Agogo_Woodblock,0.4166666666666667,0.3195876288659794,0,0,0,0,5,12,7,8,16,valid
Woodblock_Agogo-bpm_60-rvb_0-offms_0-5a12,Woodblock,Agogo,60,1,5a12,Agogo_Woodblock,0.4166666666666667,0.3195876288659794,0,0,0,0,5,12,7,8,19,test
Agogo_Woodblock-bpm_60-rvb_0-offms_0-6a7,Agogo,Woodblock,60,1,6a7,Agogo_Woodblock,0.8571428571428571,0.9189985272459499,0,0,0,0,6,7,1,28,13,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-6a7,Woodblock,Agogo,60,1,6a7,Agogo_Woodblock,0.8571428571428571,0.9189985272459499,0,0,0,0,6,7,1,28,4,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-6a11,Agogo,Woodblock,60,1,6a11,Agogo_Woodblock,0.5454545454545454,0.4948453608247422,0,0,0,0,6,11,5,12,20,test
Woodblock_Agogo-bpm_60-rvb_0-offms_0-6a11,Woodblock,Agogo,60,1,6a11,Agogo_Woodblock,0.5454545454545454,0.4948453608247422,0,0,0,0,6,11,5,12,6,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-7a8,Agogo,Woodblock,60,1,7a8,Agogo_Woodblock,0.875,0.9432989690721648,0,0,0,0,7,8,1,29,13,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-7a8,Woodblock,Agogo,60,1,7a8,Agogo_Woodblock,0.875,0.9432989690721648,0,0,0,0,7,8,1,29,1,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-7a9,Agogo,Woodblock,60,1,7a9,Agogo_Woodblock,0.7777777777777778,0.8109965635738833,0,0,0,0,7,9,2,24,1,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-7a9,Woodblock,Agogo,60,1,7a9,Agogo_Woodblock,0.7777777777777778,0.8109965635738833,0,0,0,0,7,9,2,24,1,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-7a10,Agogo,Woodblock,60,1,7a10,Agogo_Woodblock,0.7,0.7051546391752576,0,0,0,0,7,10,3,20,3,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-7a10,Woodblock,Agogo,60,1,7a10,Agogo_Woodblock,0.7,0.7051546391752576,0,0,0,0,7,10,3,20,12,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-7a11,Agogo,Woodblock,60,1,7a11,Agogo_Woodblock,0.6363636363636364,0.6185567010309279,0,0,0,0,7,11,4,18,20,test
Woodblock_Agogo-bpm_60-rvb_0-offms_0-7a11,Woodblock,Agogo,60,1,7a11,Agogo_Woodblock,0.6363636363636364,0.6185567010309279,0,0,0,0,7,11,4,18,8,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-7a12,Agogo,Woodblock,60,1,7a12,Agogo_Woodblock,0.5833333333333334,0.5463917525773196,0,0,0,0,7,12,5,15,3,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-7a12,Woodblock,Agogo,60,1,7a12,Agogo_Woodblock,0.5833333333333334,0.5463917525773196,0,0,0,0,7,12,5,15,13,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-8a9,Agogo,Woodblock,60,1,8a9,Agogo_Woodblock,0.8888888888888888,0.9621993127147764,0,0,0,0,8,9,1,30,17,valid
Woodblock_Agogo-bpm_60-rvb_0-offms_0-8a9,Woodblock,Agogo,60,1,8a9,Agogo_Woodblock,0.8888888888888888,0.9621993127147764,0,0,0,0,8,9,1,30,17,valid
Agogo_Woodblock-bpm_60-rvb_0-offms_0-8a11,Agogo,Woodblock,60,1,8a11,Agogo_Woodblock,0.7272727272727273,0.7422680412371133,0,0,0,0,8,11,3,22,6,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-8a11,Woodblock,Agogo,60,1,8a11,Agogo_Woodblock,0.7272727272727273,0.7422680412371133,0,0,0,0,8,11,3,22,10,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-9a10,Agogo,Woodblock,60,1,9a10,Agogo_Woodblock,0.9,0.9773195876288661,0,0,0,0,9,10,1,31,9,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-9a10,Woodblock,Agogo,60,1,9a10,Agogo_Woodblock,0.9,0.9773195876288661,0,0,0,0,9,10,1,31,13,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-9a11,Agogo,Woodblock,60,1,9a11,Agogo_Woodblock,0.8181818181818182,0.8659793814432991,0,0,0,0,9,11,2,26,3,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-9a11,Woodblock,Agogo,60,1,9a11,Agogo_Woodblock,0.8181818181818182,0.8659793814432991,0,0,0,0,9,11,2,26,10,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-10a11,Agogo,Woodblock,60,1,10a11,Agogo_Woodblock,0.9090909090909091,0.9896907216494846,0,0,0,0,10,11,1,32,4,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-10a11,Woodblock,Agogo,60,1,10a11,Agogo_Woodblock,0.9090909090909091,0.9896907216494846,0,0,0,0,10,11,1,32,13,train
Agogo_Woodblock-bpm_60-rvb_0-offms_0-11a12,Agogo,Woodblock,60,1,11a12,Agogo_Woodblock,0.9166666666666666,1.0,0,0,0,0,11,12,1,33,10,train
Woodblock_Agogo-bpm_60-rvb_0-offms_0-11a12,Woodblock,Agogo,60,1,11a12,Agogo_Woodblock,0.9166666666666666,1.0,0,0,0,0,11,12,1,33,18,test
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-2a3,Agogo,TaikoDrum,60,1,2a3,Agogo_TaikoDrum,0.6666666666666666,0.6597938144329896,0,0,0,0,2,3,1,19,20,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-2a3,TaikoDrum,Agogo,60,1,2a3,Agogo_TaikoDrum,0.6666666666666666,0.6597938144329896,0,0,0,0,2,3,1,19,19,test
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-2a5,Agogo,TaikoDrum,60,1,2a5,Agogo_TaikoDrum,0.4,0.29690721649484536,0,0,0,0,2,5,3,7,18,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-2a5,TaikoDrum,Agogo,60,1,2a5,Agogo_TaikoDrum,0.4,0.29690721649484536,0,0,0,0,2,5,3,7,1,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-2a7,Agogo,TaikoDrum,60,1,2a7,Agogo_TaikoDrum,0.2857142857142857,0.1413843888070692,0,0,0,0,2,7,5,3,19,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-2a7,TaikoDrum,Agogo,60,1,2a7,Agogo_TaikoDrum,0.2857142857142857,0.1413843888070692,0,0,0,0,2,7,5,3,9,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-2a9,Agogo,TaikoDrum,60,1,2a9,Agogo_TaikoDrum,0.2222222222222222,0.054982817869415786,0,0,0,0,2,9,7,1,18,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-2a9,TaikoDrum,Agogo,60,1,2a9,Agogo_TaikoDrum,0.2222222222222222,0.054982817869415786,0,0,0,0,2,9,7,1,9,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-2a11,Agogo,TaikoDrum,60,1,2a11,Agogo_TaikoDrum,0.18181818181818182,0.0,0,0,0,0,2,11,9,0,13,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-2a11,TaikoDrum,Agogo,60,1,2a11,Agogo_TaikoDrum,0.18181818181818182,0.0,0,0,0,0,2,11,9,0,16,valid
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-3a4,Agogo,TaikoDrum,60,1,3a4,Agogo_TaikoDrum,0.75,0.7731958762886597,0,0,0,0,3,4,1,23,6,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-3a4,TaikoDrum,Agogo,60,1,3a4,Agogo_TaikoDrum,0.75,0.7731958762886597,0,0,0,0,3,4,1,23,10,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-3a5,Agogo,TaikoDrum,60,1,3a5,Agogo_TaikoDrum,0.6,0.5690721649484536,0,0,0,0,3,5,2,16,3,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-3a5,TaikoDrum,Agogo,60,1,3a5,Agogo_TaikoDrum,0.6,0.5690721649484536,0,0,0,0,3,5,2,16,14,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-3a7,Agogo,TaikoDrum,60,1,3a7,Agogo_TaikoDrum,0.42857142857142855,0.33578792341678937,0,0,0,0,3,7,4,9,9,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-3a7,TaikoDrum,Agogo,60,1,3a7,Agogo_TaikoDrum,0.42857142857142855,0.33578792341678937,0,0,0,0,3,7,4,9,3,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-3a8,Agogo,TaikoDrum,60,1,3a8,Agogo_TaikoDrum,0.375,0.26288659793814434,0,0,0,0,3,8,5,6,12,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-3a8,TaikoDrum,Agogo,60,1,3a8,Agogo_TaikoDrum,0.375,0.26288659793814434,0,0,0,0,3,8,5,6,16,valid
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-3a10,Agogo,TaikoDrum,60,1,3a10,Agogo_TaikoDrum,0.3,0.16082474226804122,0,0,0,0,3,10,7,4,12,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-3a10,TaikoDrum,Agogo,60,1,3a10,Agogo_TaikoDrum,0.3,0.16082474226804122,0,0,0,0,3,10,7,4,20,test
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-3a11,Agogo,TaikoDrum,60,1,3a11,Agogo_TaikoDrum,0.2727272727272727,0.12371134020618553,0,0,0,0,3,11,8,2,19,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-3a11,TaikoDrum,Agogo,60,1,3a11,Agogo_TaikoDrum,0.2727272727272727,0.12371134020618553,0,0,0,0,3,11,8,2,7,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-4a5,Agogo,TaikoDrum,60,1,4a5,Agogo_TaikoDrum,0.8,0.8412371134020619,0,0,0,0,4,5,1,25,14,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-4a5,TaikoDrum,Agogo,60,1,4a5,Agogo_TaikoDrum,0.8,0.8412371134020619,0,0,0,0,4,5,1,25,17,valid
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-4a7,Agogo,TaikoDrum,60,1,4a7,Agogo_TaikoDrum,0.5714285714285714,0.5301914580265095,0,0,0,0,4,7,3,14,7,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-4a7,TaikoDrum,Agogo,60,1,4a7,Agogo_TaikoDrum,0.5714285714285714,0.5301914580265095,0,0,0,0,4,7,3,14,7,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-4a9,Agogo,TaikoDrum,60,1,4a9,Agogo_TaikoDrum,0.4444444444444444,0.3573883161512027,0,0,0,0,4,9,5,10,13,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-4a9,TaikoDrum,Agogo,60,1,4a9,Agogo_TaikoDrum,0.4444444444444444,0.3573883161512027,0,0,0,0,4,9,5,10,14,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-4a11,Agogo,TaikoDrum,60,1,4a11,Agogo_TaikoDrum,0.36363636363636365,0.24742268041237114,0,0,0,0,4,11,7,5,4,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-4a11,TaikoDrum,Agogo,60,1,4a11,Agogo_TaikoDrum,0.36363636363636365,0.24742268041237114,0,0,0,0,4,11,7,5,9,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a6,Agogo,TaikoDrum,60,1,5a6,Agogo_TaikoDrum,0.8333333333333334,0.88659793814433,0,0,0,0,5,6,1,27,15,valid
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-5a6,TaikoDrum,Agogo,60,1,5a6,Agogo_TaikoDrum,0.8333333333333334,0.88659793814433,0,0,0,0,5,6,1,27,3,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a7,Agogo,TaikoDrum,60,1,5a7,Agogo_TaikoDrum,0.7142857142857143,0.7245949926362298,0,0,0,0,5,7,2,21,4,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-5a7,TaikoDrum,Agogo,60,1,5a7,Agogo_TaikoDrum,0.7142857142857143,0.7245949926362298,0,0,0,0,5,7,2,21,19,test
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a8,Agogo,TaikoDrum,60,1,5a8,Agogo_TaikoDrum,0.625,0.6030927835051546,0,0,0,0,5,8,3,17,7,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-5a8,TaikoDrum,Agogo,60,1,5a8,Agogo_TaikoDrum,0.625,0.6030927835051546,0,0,0,0,5,8,3,17,1,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a9,Agogo,TaikoDrum,60,1,5a9,Agogo_TaikoDrum,0.5555555555555556,0.5085910652920962,0,0,0,0,5,9,4,13,10,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-5a9,TaikoDrum,Agogo,60,1,5a9,Agogo_TaikoDrum,0.5555555555555556,0.5085910652920962,0,0,0,0,5,9,4,13,1,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a11,Agogo,TaikoDrum,60,1,5a11,Agogo_TaikoDrum,0.45454545454545453,0.37113402061855666,0,0,0,0,5,11,6,11,12,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-5a11,TaikoDrum,Agogo,60,1,5a11,Agogo_TaikoDrum,0.45454545454545453,0.37113402061855666,0,0,0,0,5,11,6,11,3,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a12,Agogo,TaikoDrum,60,1,5a12,Agogo_TaikoDrum,0.4166666666666667,0.3195876288659794,0,0,0,0,5,12,7,8,5,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-5a12,TaikoDrum,Agogo,60,1,5a12,Agogo_TaikoDrum,0.4166666666666667,0.3195876288659794,0,0,0,0,5,12,7,8,2,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-6a7,Agogo,TaikoDrum,60,1,6a7,Agogo_TaikoDrum,0.8571428571428571,0.9189985272459499,0,0,0,0,6,7,1,28,19,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-6a7,TaikoDrum,Agogo,60,1,6a7,Agogo_TaikoDrum,0.8571428571428571,0.9189985272459499,0,0,0,0,6,7,1,28,4,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-6a11,Agogo,TaikoDrum,60,1,6a11,Agogo_TaikoDrum,0.5454545454545454,0.4948453608247422,0,0,0,0,6,11,5,12,6,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-6a11,TaikoDrum,Agogo,60,1,6a11,Agogo_TaikoDrum,0.5454545454545454,0.4948453608247422,0,0,0,0,6,11,5,12,15,valid
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-7a8,Agogo,TaikoDrum,60,1,7a8,Agogo_TaikoDrum,0.875,0.9432989690721648,0,0,0,0,7,8,1,29,16,valid
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-7a8,TaikoDrum,Agogo,60,1,7a8,Agogo_TaikoDrum,0.875,0.9432989690721648,0,0,0,0,7,8,1,29,15,valid
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-7a9,Agogo,TaikoDrum,60,1,7a9,Agogo_TaikoDrum,0.7777777777777778,0.8109965635738833,0,0,0,0,7,9,2,24,17,valid
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-7a9,TaikoDrum,Agogo,60,1,7a9,Agogo_TaikoDrum,0.7777777777777778,0.8109965635738833,0,0,0,0,7,9,2,24,4,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-7a10,Agogo,TaikoDrum,60,1,7a10,Agogo_TaikoDrum,0.7,0.7051546391752576,0,0,0,0,7,10,3,20,9,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-7a10,TaikoDrum,Agogo,60,1,7a10,Agogo_TaikoDrum,0.7,0.7051546391752576,0,0,0,0,7,10,3,20,6,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-7a11,Agogo,TaikoDrum,60,1,7a11,Agogo_TaikoDrum,0.6363636363636364,0.6185567010309279,0,0,0,0,7,11,4,18,19,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-7a11,TaikoDrum,Agogo,60,1,7a11,Agogo_TaikoDrum,0.6363636363636364,0.6185567010309279,0,0,0,0,7,11,4,18,3,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-7a12,Agogo,TaikoDrum,60,1,7a12,Agogo_TaikoDrum,0.5833333333333334,0.5463917525773196,0,0,0,0,7,12,5,15,20,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-7a12,TaikoDrum,Agogo,60,1,7a12,Agogo_TaikoDrum,0.5833333333333334,0.5463917525773196,0,0,0,0,7,12,5,15,6,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-8a9,Agogo,TaikoDrum,60,1,8a9,Agogo_TaikoDrum,0.8888888888888888,0.9621993127147764,0,0,0,0,8,9,1,30,18,test
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-8a9,TaikoDrum,Agogo,60,1,8a9,Agogo_TaikoDrum,0.8888888888888888,0.9621993127147764,0,0,0,0,8,9,1,30,20,test
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-8a11,Agogo,TaikoDrum,60,1,8a11,Agogo_TaikoDrum,0.7272727272727273,0.7422680412371133,0,0,0,0,8,11,3,22,15,valid
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-8a11,TaikoDrum,Agogo,60,1,8a11,Agogo_TaikoDrum,0.7272727272727273,0.7422680412371133,0,0,0,0,8,11,3,22,13,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-9a10,Agogo,TaikoDrum,60,1,9a10,Agogo_TaikoDrum,0.9,0.9773195876288661,0,0,0,0,9,10,1,31,6,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-9a10,TaikoDrum,Agogo,60,1,9a10,Agogo_TaikoDrum,0.9,0.9773195876288661,0,0,0,0,9,10,1,31,16,valid
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-9a11,Agogo,TaikoDrum,60,1,9a11,Agogo_TaikoDrum,0.8181818181818182,0.8659793814432991,0,0,0,0,9,11,2,26,17,valid
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-9a11,TaikoDrum,Agogo,60,1,9a11,Agogo_TaikoDrum,0.8181818181818182,0.8659793814432991,0,0,0,0,9,11,2,26,6,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-10a11,Agogo,TaikoDrum,60,1,10a11,Agogo_TaikoDrum,0.9090909090909091,0.9896907216494846,0,0,0,0,10,11,1,32,12,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-10a11,TaikoDrum,Agogo,60,1,10a11,Agogo_TaikoDrum,0.9090909090909091,0.9896907216494846,0,0,0,0,10,11,1,32,3,train
Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-11a12,Agogo,TaikoDrum,60,1,11a12,Agogo_TaikoDrum,0.9166666666666666,1.0,0,0,0,0,11,12,1,33,2,train
TaikoDrum_Agogo-bpm_60-rvb_0-offms_0-11a12,TaikoDrum,Agogo,60,1,11a12,Agogo_TaikoDrum,0.9166666666666666,1.0,0,0,0,0,11,12,1,33,12,train
